20,20,20,20,20,20,20,20,20,20,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,20,20,20,20,20,20,20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,11,11,11,11,11,11,11,11,11,-1,-1,-1,-1,20,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5
5,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,11,11,11,11,11,11,11,11,11,11,5
5,-1,11,11,11,11,11,-1,11,-1,20,11,-1,11,11,11,11,-1,11,11,11,-1,11,11,11,11,-1,-1,-1,-1,11,11,11,5
5,-1,11,-1,-1,-1,-1,20,11,-1,11,-1,-1,-1,-1,11,11,-1,-1,11,-1,-1,-1,-1,11,11,-1,20,11,-1,11,11,11,5
5,-1,11,-1,11,-1,-1,-1,-1,-1,-1,-1,11,11,-1,11,11,11,-1,11,-1,-1,-1,-1,11,11,-1,-1,11,-1,11,11,11,5
5,-1,11,20,11,11,11,11,11,-1,11,11,11,11,-1,11,11,11,-1,11,11,11,11,-1,-1,11,11,-1,11,-1,11,11,11,5
5,-1,-1,-1,11,-1,-1,-1,-1,11,20,-1,-1,20,-1,-1,11,11,-1,-1,-1,-1,11,11,-1,-1,11,-1,11,-1,11,11,11,5
5,11,20,-1,-1,-1,-1,11,11,11,-1,-1,11,11,11,-1,-1,11,11,11,11,-1,-1,11,11,-1,-1,-1,11,-1,11,11,11,5
5,5,11,11,-1,11,11,11,11,11,-1,11,11,11,11,11,-1,11,11,11,11,11,-1,11,11,11,11,-1,11,-1,11,5,5,5
-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1
5,5,11,11,-1,11,11,11,11,11,-1,-1,11,11,11,11,-1,11,11,11,11,11,11,11,11,11,11,11,-1,20,11,5,5,5
5,11,11,11,-1,-1,11,11,11,11,11,-1,11,11,11,11,-1,-1,11,11,11,-1,-1,-1,-1,11,11,11,-1,11,11,11,11,5
5,11,11,11,11,-1,11,20,-1,-1,-1,-1,-1,-1,-1,11,20,-1,11,11,-1,-1,20,-1,-1,-1,-1,-1,11,11,11,11,11,5
5,11,-1,-1,11,-1,11,-1,-1,11,11,11,11,11,-1,-1,11,-1,11,11,-1,11,11,11,11,-1,11,11,11,11,11,11,11,5
5,-1,-1,11,11,-1,11,-1,11,11,11,11,11,11,-1,11,-1,-1,-1,-1,-1,11,11,11,11,-1,-1,11,11,11,11,11,11,5
5,-1,11,11,11,-1,-1,-1,-1,-1,-1,-1,11,11,-1,11,-1,11,-1,11,-1,11,11,11,11,11,-1,-1,-1,-1,11,11,11,5
5,-1,11,11,-1,-1,11,11,-1,11,11,-1,-1,11,-1,20,-1,11,-1,11,-1,-1,11,11,11,11,11,11,11,-1,-1,11,11,5
5,-1,11,-1,-1,11,11,-1,-1,11,11,11,-1,11,-1,11,11,11,-1,11,11,-1,-1,-1,11,11,11,11,11,11,-1,11,11,5
5,-1,11,-1,11,11,-1,-1,-1,-1,-1,11,11,11,-1,11,11,11,-1,11,11,11,11,-1,-1,-1,-1,-1,11,11,-1,11,11,5
5,-1,11,-1,11,11,-1,11,11,11,-1,-1,-1,-1,-1,-1,11,11,-1,11,11,-1,11,11,-1,11,11,-1,11,-1,-1,11,11,5
5,-1,-1,-1,-1,-1,11,11,11,11,20,11,11,11,11,-1,-1,-1,-1,11,11,-1,-1,-1,-1,20,-1,-1,-1,-1,11,11,11,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
