20,20,20,20,20,20,20,20,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,20,20,20,20,20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,-1,3,3,3,3,3,3,6,6,-1,-1,-1,3,3,-1,3,3,3,3,3,3,-1,3,3,3,3,3
3,3,3,3,3,3,3,-1,3,3,3,3,3,6,6,3,3,3,-1,3,3,-1,-1,-1,-1,-1,-1,20,-1,3,3,3,3,3
3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,6,3,3,3,-1,-1,-1,-1,20,3,3,-1,3,3,-1,3,3,3,3,3
3,3,-1,3,3,3,3,-1,3,3,3,-1,3,3,-1,3,3,3,-1,20,3,-1,3,3,3,-1,3,3,-1,3,3,3,3,3
3,3,-1,3,3,3,3,-1,3,3,3,-1,-1,3,-1,3,3,3,-1,3,3,-1,3,3,3,-1,-1,3,-1,3,3,3,3,3
3,3,-1,3,3,3,3,-1,3,3,3,20,-1,3,-1,20,-1,-1,-1,3,3,-1,3,3,3,20,-1,3,-1,-1,-1,-1,-1,3
3,3,-1,3,3,3,3,-1,3,3,3,3,-1,3,-1,3,3,3,3,3,3,-1,3,3,3,3,-1,-1,-1,3,3,20,-1,3
3,3,3,3,-1,-1,-1,-1,3,3,-1,-1,-1,3,-1,3,3,3,6,3,3,-1,3,3,3,3,3,3,-1,3,3,3,-1,3
3,3,3,3,3,3,3,-1,3,6,-1,3,3,3,-1,3,3,6,6,3,3,-1,20,3,3,3,3,3,-1,3,6,3,-1,3
-1,-1,-1,-1,-1,-1,-1,-1,6,6,-1,-1,-1,20,-1,-1,6,6,6,6,-1,-1,-1,-1,-1,20,-1,-1,-1,6,6,6,-1,-1
3,3,-1,3,3,3,3,-1,3,6,6,3,3,3,-1,3,3,6,3,3,3,20,3,3,-1,3,3,3,20,3,3,6,20,3
3,3,-1,3,3,3,3,-1,3,3,3,3,3,3,-1,3,6,3,3,3,3,-1,3,3,-1,3,3,3,-1,3,3,3,-1,3
3,3,-1,3,3,3,3,-1,3,3,3,3,3,3,-1,6,6,-1,-1,3,3,-1,3,3,-1,3,3,3,-1,3,3,3,-1,3
3,3,20,-1,-1,-1,-1,-1,3,3,3,3,3,3,-1,6,3,3,-1,3,3,-1,3,3,-1,-1,-1,-1,-1,-1,-1,3,-1,3
3,3,3,3,-1,3,3,-1,3,3,3,3,3,3,-1,3,3,3,-1,3,3,-1,3,3,-1,3,3,3,-1,3,-1,-1,-1,3
3,3,3,3,-1,3,3,-1,3,3,-1,-1,-1,-1,-1,3,3,3,-1,-1,3,-1,3,3,-1,3,3,3,-1,3,3,3,3,3
3,3,6,6,-1,3,3,-1,3,3,-1,20,3,3,-1,-1,-1,-1,-1,20,3,-1,3,3,-1,3,3,3,-1,3,3,3,3,3
3,3,3,6,6,6,-1,-1,-1,-1,-1,3,3,3,-1,3,3,3,-1,3,3,-1,-1,-1,-1,3,3,3,-1,3,3,3,3,3
3,3,3,3,6,3,3,-1,3,3,3,3,3,3,-1,3,3,3,-1,-1,-1,-1,20,3,3,3,3,3,-1,3,3,3,3,3
3,3,3,3,3,3,3,-1,3,3,3,3,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
